#INVERSO
#Tamanho	 Tempo		 Comparacao	 trocas
 100		 0.000057	5049		5049
 10000		 0.230620	50004999		50004999
 50000		 3.779344	1250024999		1250024999
 100000		 15.157014	5000049999		5000049999
 500000		 387.129181	125000249999		125000249999
 1000000		 1613.517822	500000499999		500000499999
