#RANDOM
#Tamanho	 Tempo		 Comparacao	 trocas
 100		 0.000001	424		181
 10000		 0.000004	96558		34962
 50000		 0.000004	713467		235930
 100000		 0.000001	1979095		671408
 500000		 0.000003	8234636		3331069
 1000000		 0.000002	21713508		9056079
